รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0072,ณัฐณิชา ธรรมวงศ์,หญิง,16,ม.5,โรงเรียนขอนแก่นวิทยายน,083-6733087,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,72,2026-06-12,0.1,3150.0,ลงทะเบียนสำเร็จ,72.0,3150.0,บัตรเครดิต,2026-06-12,ชำระเงินแล้ว
STU0073,พิมพ์ชนก วงศ์ษา,หญิง,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,082-4894112,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,73,2026-06-13,0.1,2430.0,ลงทะเบียนสำเร็จ,73.0,2430.0,เงินสด,2026-06-13,ชำระเงินแล้ว
STU0074,อริสา มงคลชัย,หญิง,18,ม.6,โรงเรียนนครขอนแก่น,086-9943592,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,74,2026-06-23,0.0,3300.0,ลงทะเบียนสำเร็จ,74.0,3300.0,เงินสด,2026-06-23,ชำระเงินแล้ว
STU0075,ชนนท์ มงคลชัย,ชาย,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),094-1382864,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,75,2026-06-21,0.1,3150.0,ลงทะเบียนสำเร็จ,75.0,3150.0,บัตรเครดิต,2026-06-21,ชำระเงินแล้ว
STU0076,ธีรภัทร ทองคำ,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,096-7736985,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,76,2026-08-13,0.05,2375.0,ลงทะเบียนสำเร็จ,76.0,2375.0,โอนธนาคาร,2026-08-13,ชำระเงินแล้ว
STU0077,กิตติ วิไลวรรณ,ชาย,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,089-5625339,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,77,2026-06-11,0.05,2375.0,ลงทะเบียนสำเร็จ,77.0,2375.0,เงินสด,2026-06-11,ชำระเงินแล้ว
STU0078,พิชญ์สินี วิไลวรรณ,หญิง,18,ม.6,โรงเรียนขอนแก่นวิทยาลัย,083-1756880,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,78,2026-06-05,0.1,3060.0,ลงทะเบียนสำเร็จ,78.0,3060.0,เงินสด,2026-06-05,ชำระเงินแล้ว
STU0079,กานต์พิชชา กิตติชัย,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยาลัย,099-1982227,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,79,2026-07-11,0.0,3400.0,ลงทะเบียนสำเร็จ,79.0,3400.0,บัตรเครดิต,2026-07-11,ชำระเงินแล้ว
STU0080,ธนพร เจริญทรัพย์,หญิง,17,ม.5,โรงเรียนนครขอนแก่น,091-7133336,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,80,2026-08-06,0.0,2800.0,ลงทะเบียนสำเร็จ,80.0,2800.0,โอนธนาคาร,2026-08-06,ชำระเงินแล้ว
STU0081,เขมิกา พูนทรัพย์,หญิง,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,081-1235090,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,81,2026-08-05,0.05,3135.0,ลงทะเบียนสำเร็จ,81.0,3135.0,เงินสด,2026-08-05,ชำระเงินแล้ว
STU0082,รวิภาส วัฒนกุล,ชาย,17,ม.6,โรงเรียนนครขอนแก่น,094-1885693,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,82,2026-07-27,0.1,2880.0,ลงทะเบียนสำเร็จ,82.0,2880.0,บัตรเครดิต,2026-07-27,ชำระเงินแล้ว
STU0083,ศิริพร แสงจันทร์,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),088-8206078,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,83,2026-06-07,0.0,2800.0,ลงทะเบียนสำเร็จ,83.0,2800.0,เงินสด,2026-06-07,ชำระเงินแล้ว
STU0084,กัญญาวีร์ สุวรรณดี,หญิง,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),096-3422035,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,84,2026-06-15,0.05,2565.0,ลงทะเบียนสำเร็จ,84.0,2565.0,บัตรเครดิต,2026-06-15,ชำระเงินแล้ว
STU0085,พีรพัฒน์ บุญเลิศ,ชาย,17,ม.6,โรงเรียนขอนแก่นวิทยาลัย,084-4416796,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,85,2026-07-30,0.0,3400.0,ลงทะเบียนสำเร็จ,85.0,3400.0,โอนธนาคาร,2026-07-30,ชำระเงินแล้ว
STU0086,ภาคิน สวัสดิ์ชัย,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยาลัย,085-7995650,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,86,2026-08-13,0.1,2430.0,ลงทะเบียนสำเร็จ,86.0,2430.0,บัตรเครดิต,2026-08-13,ชำระเงินแล้ว
STU0087,ณิชาภัทร บุญเลิศ,หญิง,18,ม.6,โรงเรียนขามแก่นนคร,098-3298033,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,87,2026-08-18,0.1,2250.0,ลงทะเบียนสำเร็จ,87.0,2250.0,เงินสด,2026-08-18,ชำระเงินแล้ว
STU0088,ปิยธิดา จันทร์แก้ว,หญิง,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),098-6177484,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,88,2026-07-13,0.0,3500.0,ลงทะเบียนสำเร็จ,88.0,3500.0,พร้อมเพย์,2026-07-13,ชำระเงินแล้ว
STU0089,ญาดา ไพศาล,หญิง,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,088-4184574,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,89,2026-08-03,0.0,3500.0,ลงทะเบียนสำเร็จ,89.0,3500.0,บัตรเครดิต,2026-08-03,ชำระเงินแล้ว
STU0090,พงศกร บุญมี,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),081-5545609,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,90,2026-06-12,0.05,3135.0,ลงทะเบียนสำเร็จ,90.0,3135.0,โอนธนาคาร,2026-06-12,ชำระเงินแล้ว
STU0091,ญาดา แก้วมณี,หญิง,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),088-5668904,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,91,2026-07-15,0.0,2700.0,ลงทะเบียนสำเร็จ,91.0,2700.0,เงินสด,2026-07-15,ชำระเงินแล้ว
STU0092,วรากร ทองคำ,ชาย,15,ม.4,โรงเรียนขามแก่นนคร,097-9028829,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,92,2026-08-15,0.1,2250.0,ลงทะเบียนสำเร็จ,92.0,2250.0,บัตรเครดิต,2026-08-15,ชำระเงินแล้ว
STU0093,อริสา ศรีนวล,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยายน,083-3009717,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,93,2026-07-13,0.05,2565.0,ลงทะเบียนสำเร็จ,93.0,2565.0,พร้อมเพย์,2026-07-13,ชำระเงินแล้ว
STU0094,ธัญญารัตน์ ทองใบ,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,094-3528076,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,94,2026-06-27,0.1,2970.0,ลงทะเบียนสำเร็จ,94.0,2970.0,เงินสด,2026-06-27,ชำระเงินแล้ว
STU0095,ธนพร บุญญฤทธิ์,หญิง,16,ม.4,โรงเรียนนครขอนแก่น,093-2627674,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,95,2026-06-06,0.05,3325.0,ลงทะเบียนสำเร็จ,95.0,3325.0,บัตรเครดิต,2026-06-06,ชำระเงินแล้ว
STU0096,รินรดา ศรีสวัสดิ์,หญิง,16,ม.5,โรงเรียนนครขอนแก่น,097-8776446,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,96,2026-07-30,0.0,2500.0,ลงทะเบียนสำเร็จ,96.0,2500.0,เงินสด,2026-07-30,ชำระเงินแล้ว
STU0097,สิริกัญญา มงคลชัย,หญิง,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,083-6097006,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,97,2026-06-18,0.1,2520.0,ลงทะเบียนสำเร็จ,97.0,2520.0,โอนธนาคาร,2026-06-18,ชำระเงินแล้ว
STU0098,ธนพร พงษ์ไพบูลย์,หญิง,18,ม.6,โรงเรียนกัลยาณวัตร,093-6487255,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,98,2026-08-12,0.0,3200.0,ลงทะเบียนสำเร็จ,98.0,3200.0,พร้อมเพย์,2026-08-12,ชำระเงินแล้ว
STU0099,กุลจิรา สุขสันต์,หญิง,16,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,089-8348298,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,99,2026-08-14,0.1,2970.0,ลงทะเบียนสำเร็จ,99.0,2970.0,บัตรเครดิต,2026-08-14,ชำระเงินแล้ว
STU0100,ศศิธร คำภา,หญิง,17,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,088-2414103,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,100,2026-06-28,0.0,3400.0,ลงทะเบียนสำเร็จ,100.0,3400.0,เงินสด,2026-06-28,ชำระเงินแล้ว
STU0101,วริศรา พรมมา,หญิง,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,094-4270893,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,101,2026-06-21,0.1,3150.0,ลงทะเบียนสำเร็จ,101.0,3150.0,เงินสด,2026-06-21,ชำระเงินแล้ว
STU0102,ชุติกาญจน์ ศรีเจริญ,หญิง,16,ม.5,โรงเรียนขอนแก่นวิทยายน,083-8623050,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,102,2026-07-27,0.1,3060.0,ลงทะเบียนสำเร็จ,102.0,3060.0,บัตรเครดิต,2026-07-27,ชำระเงินแล้ว
STU0103,พิชญ์สินี พัฒนกุล,หญิง,15,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,086-5964028,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,103,2026-08-03,0.1,2430.0,ลงทะเบียนสำเร็จ,103.0,2430.0,โอนธนาคาร,2026-08-03,ชำระเงินแล้ว
STU0104,วรเมธ ศรีอุดม,ชาย,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,099-2410060,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,104,2026-06-16,0.0,3200.0,ลงทะเบียนสำเร็จ,104.0,3200.0,เงินสด,2026-06-16,ชำระเงินแล้ว
